timestamp,accession
4/12/2012 14:52:33,30125157
4/19/2012 9:53:12,30125488
4/3/2012 14:56:17,30125603
4/4/2012 9:47:50,30125603
4/17/2012 14:49:04,30125819
4/24/2012 14:54:12,30125819
4/17/2012 10:20:56,30125876
4/17/2012 10:21:24,30125884
4/5/2012 8:33:04,30125892
4/3/2012 15:00:34,30125918
4/4/2012 9:49:14,30125918
4/4/2012 14:51:16,30126031
4/5/2012 14:51:49,30126338
4/12/2012 14:49:55,30126361
4/4/2012 14:56:45,30126817
4/3/2012 14:59:16,30126882
4/4/2012 9:50:30,30126882
4/17/2012 10:20:56,30126882
4/10/2012 14:50:47,30127070
4/5/2012 14:53:22,30127088
4/4/2012 14:52:47,30127310
4/18/2012 14:51:21,30127443
4/3/2012 15:00:34,30127682
4/4/2012 9:49:14,30127682
4/17/2012 12:03:01,30127716
4/18/2012 14:56:18,30127807
4/3/2012 15:02:02,30128078
4/4/2012 9:48:30,30128078
4/9/2012 14:56:28,30128789
4/9/2012 14:56:28,30128789
4/9/2012 14:56:28,30128789
4/12/2012 14:57:40,30128870
4/17/2012 10:21:24,30128953
4/24/2012 14:56:44,30128953
4/17/2012 10:20:56,30129019
4/24/2012 14:56:44,30129019
4/17/2012 10:20:56,30129076
4/24/2012 14:56:44,30129076
4/24/2012 14:58:08,30129449
4/24/2012 14:55:17,30129480
4/3/2012 14:54:49,30129605
4/4/2012 9:50:30,30129605
4/24/2012 14:58:08,30129605
4/16/2012 14:50:04,30129647
4/19/2012 9:06:43,30129878
4/12/2012 14:53:50,30129936
4/12/2012 14:54:55,30130389
4/3/2012 14:22:47,30130561
4/3/2012 14:57:51,30130637
4/4/2012 9:47:09,30130637
4/12/2012 15:01:25,30130744
4/3/2012 14:23:42,30130785
4/12/2012 14:54:55,30130785
4/12/2012 14:54:55,30130785
4/3/2012 14:22:47,30130868
4/12/2012 14:52:33,30131031
4/19/2012 9:06:43,30131056
4/3/2012 15:02:02,30131247
4/4/2012 9:52:10,30131247
4/24/2012 14:58:34,30131320
4/4/2012 14:54:12,30131486
4/24/2012 14:54:12,30131544
4/12/2012 15:00:39,30131619
4/18/2012 14:52:36,30131650
4/3/2012 14:52:25,30131676
4/24/2012 14:54:43,30131718
4/12/2012 14:54:24,30131734
4/19/2012 14:50:09,30131742
4/23/2012 9:38:16,30131841
4/18/2012 14:56:18,30132120
4/3/2012 14:51:54,30132724
4/3/2012 14:45:05,30132765
4/3/2012 14:59:16,30132872
4/4/2012 9:51:22,30132872
4/3/2012 14:51:54,30133029
4/6/2012 14:50:51,30133052
4/6/2012 14:50:57,30133052
4/6/2012 14:50:57,30133052
4/23/2012 9:37:27,30133052
4/10/2012 12:48:17,30133144
4/3/2012 14:51:54,30133227
4/9/2012 14:53:08,30133250
4/9/2012 14:53:08,30133250
4/24/2012 14:58:57,30133342
4/24/2012 14:58:57,30133342
4/17/2012 12:03:01,30133359
4/12/2012 14:57:40,30133433
4/20/2012 14:49:06,30133466
4/3/2012 14:53:09,30133516
4/3/2012 15:02:49,30133532
4/4/2012 9:51:22,30133532
4/17/2012 11:56:16,30133532
4/24/2012 14:54:12,30133532
4/3/2012 15:02:02,30133599
4/4/2012 9:52:50,30133599
4/17/2012 11:56:16,30133599
4/24/2012 14:54:12,30133599
4/3/2012 14:23:42,30133870
4/13/2012 14:48:46,30133946
4/17/2012 10:20:56,30134092
4/12/2012 14:54:24,30134183
4/11/2012 10:52:07,30134233
4/16/2012 14:47:27,30134324
4/4/2012 14:52:23,30134704
4/4/2012 14:51:16,30134761
4/3/2012 14:22:47,30135008
4/13/2012 14:50:12,30135289
4/12/2012 14:52:33,30135594
4/9/2012 14:56:28,30135602
4/3/2012 14:45:05,30136154
4/3/2012 14:53:31,30136204
4/17/2012 14:55:09,30136204
4/16/2012 14:50:04,30136402
4/12/2012 15:02:00,30136436
4/4/2012 14:52:47,30136485
4/3/2012 14:59:16,30136576
4/4/2012 9:50:30,30136576
4/10/2012 14:47:30,30136576
4/11/2012 10:53:13,30136576
4/18/2012 14:56:18,30136576
4/20/2012 14:49:06,30136600
4/3/2012 13:57:21,30136634
4/17/2012 14:53:32,30136667
4/19/2012 14:50:09,30136683
4/5/2012 14:51:18,30136816
4/24/2012 14:56:17,30137111
4/3/2012 14:22:47,30137228
4/3/2012 14:23:42,30137285
4/10/2012 14:50:47,30137343
4/18/2012 14:57:27,30137368
4/16/2012 12:48:08,30137434
