90000894,30126874,10/10/11
90000894,19005974,10/10/11
90000894,18999227,10/10/11
90000894,30134324,10/10/11
90000894,30121412,10/10/11
90000894,19003268,10/10/11
90000902,22234983,9/26/11
90000936,22227789,10/4/11
90000951,30118343,9/29/11
90000951,30065338,10/4/11
90000951,30115299,10/4/11
90000951,22221964,10/4/11
90000951,22227292,10/4/11
90000951,30033773,10/4/11
90000977,30059653,9/23/11
90000977,30132666,9/23/11
90001041,30067706,9/22/11
90001041,30077747,9/23/11
90001041,30077069,9/26/11
90001041,30132609,9/16/11
90001041,30110993,10/5/11
90001041,30052237,10/10/11
90001058,30129795,9/26/11
90001082,30132385,9/22/11
90001082,30109334,9/28/11
90001090,19872423,9/28/11
90001090,30133003,9/28/11
90001090,30126825,9/28/11
90001090,30003511,10/10/11
90001090,30096713,10/10/11
90001132,30051882,9/26/11
90001132,30035489,9/27/11
90001132,30061063,9/28/11
90001132,30123632,10/10/11
90001132,30095608,10/10/11
90001132,30120950,10/10/11
90001165,30028484,9/26/11
90001165,22221345,10/4/11
90001165,30069504,10/10/11
90001173,30114110,9/23/11
90001207,30134480,9/29/11
90001207,19005578,10/10/11
90001231,30062632,9/22/11
90001249,30134316,9/27/11
90001249,30113542,10/6/11
90001256,30083018,9/26/11
90001256,30120240,9/26/11
90001256,30048839,10/10/11
90001256,30126932,10/10/11
90001256,30079727,10/10/11
90001256,30081210,10/10/11
90001272,30121305,9/26/11
90001272,30112122,9/26/11
90001272,30017982,9/28/11
90001272,18993923,10/5/11
90001280,30097455,9/23/11
90001280,30097471,9/27/11
90001280,30097422,10/10/11
90001306,30130173,9/22/11
90001322,30122436,10/4/11
90001322,90001322,10/10/11
90001322,30134050,10/10/11
90001322,30078133,10/10/11
90001322,30136634,10/10/11
90001330,30073845,9/23/11
90001348,30082143,9/22/11
90001348,30134183,9/27/11
90001348,30129027,10/4/11
90001355,30020754,9/27/11
90001355,30136600,10/10/11
90001363,30094379,9/29/11
90001363,30098511,10/4/11
90001363,30118632,10/5/11
90001389,30093546,9/22/11
90001389,30092704,9/23/11
90001389,30084206,9/29/11
90001389,30069140,10/5/11
90001389,30024566,10/10/11
90001397,30124317,9/23/11
90001397,18992420,10/6/11
90001413,30084446,9/23/11
90001413,30082275,10/4/11
90001413,30053581,10/5/11
90001439,20831228,10/4/11
90001447,30015838,9/23/11
90001454,30094650,9/22/11
90001454,30124127,10/6/11
90001462,30095848,9/22/11
90001462,30071054,9/22/11
90001462,22230429,9/29/11
90001462,30023022,10/10/11
90001462,19003896,10/10/11
90001488,30020622,10/6/11
90001496,30091615,10/5/11
90001504,30125603,9/22/11
90001504,30135750,10/5/11
90001504,30046908,10/6/11
90001504,30046981,10/6/11
90001504,30046973,10/6/11
90001504,30084123,10/6/11
90001504,30036917,10/6/11
90001504,30084966,10/6/11
90001504,30085021,10/6/11
90001504,30012694,10/6/11
90001512,30045538,9/26/11
90001512,30122915,10/10/11
90001512,30080659,10/10/11
90001512,30080527,10/10/11
90001538,30035398,9/23/11
90001538,30050108,10/5/11
90001561,30135297,9/23/11
90001579,30111330,9/27/11
90001587,30123731,9/22/11
90001587,30123855,9/22/11
90001587,30078430,9/29/11
90001587,30078612,9/29/11
90001595,30053128,10/5/11
90001595,30119408,10/5/11
90001611,30122246,9/26/11
90001652,30135883,9/22/11
90001652,30087514,9/29/11
90001652,18998849,10/10/11
90001660,30009518,9/29/11
90001678,30058671,9/22/11
90001678,30058739,9/22/11
90001686,30108757,9/29/11
90001686,30021927,10/10/11
90001702,30111884,9/26/11
90001702,30131627,9/28/11
90001702,30132724,10/4/11
90001710,30129118,9/22/11
90001710,30084842,9/29/11
90001710,30125926,9/29/11
90001710,30017289,10/10/11
90001710,30019400,10/10/11
90001710,30050256,10/10/11
90001710,19003201,10/10/11
90001728,22225999,9/22/11
90001728,30109870,9/29/11
90001728,30065528,9/29/11
90001728,30052690,10/10/11
90001769,30093249,9/27/11
90001769,30102693,9/28/11
90001769,19888171,10/4/11
90001769,30118251,10/10/11
90001793,30126866,9/22/11
90001793,30128870,9/27/11
90001793,30040380,9/29/11
90001793,30118467,10/4/11
90001793,30129928,10/5/11
90001819,30113245,10/5/11
90001819,22219687,10/10/11
90001835,30117071,9/28/11
90001835,30129928,10/4/11
90001835,30127807,10/5/11
90001835,30077689,10/6/11
90001876,30126635,9/22/11
90001876,30126627,9/23/11
90001876,30126445,9/23/11
90001876,30126387,9/23/11
90001876,30128698,9/26/11
90001876,30024293,9/29/11
90001876,30049340,10/4/11
90001876,30131056,10/5/11
90001876,19003383,10/10/11
90001876,30023824,10/10/11
90001900,30070908,9/22/11
90001900,30122758,9/29/11
90001900,30029524,10/10/11
90001918,30120240,9/22/11
90001918,30058903,9/23/11
90001934,18993030,9/23/11
90001934,18992958,9/27/11
90001934,30112361,10/5/11
90001942,30020812,10/5/11
90001959,22232318,9/22/11
90001959,30034698,9/22/11
90001959,30006753,9/29/11
90001959,30036586,10/10/11
90001967,30113237,9/23/11
90001967,30123343,9/23/11
90001967,30105878,9/27/11
90001967,30117790,9/27/11
90001967,30083224,10/6/11
90001975,30080592,9/26/11
90001975,30126817,10/10/11
90001975,30126759,10/10/11
90001983,30130744,9/22/11
90001983,30046742,9/28/11
90001983,30122659,9/29/11
90001983,30010995,10/4/11
90001983,30103733,10/6/11
90001991,30095608,9/26/11
90001991,22222335,9/29/11
90001991,30125819,10/5/11
90001991,30117816,10/10/11
90001991,30012181,10/10/11
90001991,19005438,10/10/11
90002007,30133953,9/20/11
90002007,30111272,9/27/11
90002007,30021919,9/27/11
90002007,30032817,9/27/11
90002015,30012413,10/6/11
90002023,30117881,10/6/11
90002023,30069900,10/6/11
90002031,30135487,10/10/11
90002031,30134472,10/10/11
90002080,30051593,9/28/11
90002080,30080576,10/10/11
90002080,30126361,10/10/11
90002098,30131932,9/23/11
90002098,30112692,9/23/11
90002106,22232193,9/22/11
90002106,30029516,9/22/11
90002106,30013700,9/29/11
90002114,30116891,9/22/11
90002114,22216667,9/29/11
90002114,30105670,10/10/11
90002114,30108401,10/10/11
90002163,30010037,9/27/11
90002320,30042642,9/22/11
90002320,30128532,9/27/11
90002320,30131247,9/29/11
90002320,30130389,10/4/11
90002320,18993477,10/6/11
90002338,30091409,9/22/11
90002338,30112437,9/29/11
90002338,30075022,10/10/11
90002346,30059315,9/22/11
90002346,30059372,9/22/11
90002346,30007918,9/22/11
90002346,30059190,9/22/11
90002346,30018386,9/22/11
90002346,30054381,9/22/11
90002346,22225890,9/22/11
90002346,22217533,9/22/11
90002346,30106165,9/22/11
90002346,19875632,9/20/11
90002346,19877513,9/20/11
90002346,19875715,9/22/11
90002346,30037147,9/22/11
90002346,30009682,9/22/11
90002346,30017487, 
90002346,30012256,9/22/11
90002346,30113823,9/22/11
90002353,30105134,9/22/11
90002361,30077614,9/23/11
90002361,30123582,9/29/11
90002361,30126452,10/4/11
90002379,20830840,9/20/11
90002379,30064794,9/28/11
90002379,30019640,10/10/11
90002379,30046957,10/10/11
90002437,30131544,9/22/11
90002437,30115471,10/6/11
90002445,19887447,9/22/11
90002445,30038053,9/23/11
90002445,30131643,9/27/11
90002445,30050744,9/27/11
90002445,30020432,9/28/11
90002452,30094809,9/26/11
90002486,30126015,9/29/11
90002486,30110266,9/29/11
90002502,30109839,9/29/11
90002502,30109722,9/29/11
90002502,22232862,10/10/11
90002528,30118723,9/22/11
90002528,30109490,10/4/11
90002528,30078349,10/6/11
90002551,30125983,9/23/11
90002577,30112015,9/22/11
90002577,30082325,9/27/11
90002585,30132542,9/22/11
90002585,30122246,9/28/11
90002585,30124119,10/5/11
90002593,30130322,9/22/11
90002593,30000848,9/29/11
90002593,30103790,9/29/11
90002593,30129902,9/29/11
90002627,19004431,9/22/11
90002627,30052344,10/10/11
90002650,30004139,9/27/11
90002668,30096465,9/26/11
90002668,30053581,9/29/11
90002668,18995365,10/4/11
90002668,30113146,10/6/11
90002692,30069850,9/28/11
90002718,30083497,9/29/11
90002718,30123103,10/5/11
90002718,30109565,10/10/11
90002726,30078216,9/23/11
90002726,30125934,9/23/11
90002726,30119630,9/23/11
90002726,30073273,9/28/11
90002726,30103758,10/10/11
90002726,30090336,10/10/11
90002726,30103634,10/10/11
90002734,30031264,9/22/11
90002734,30131791,9/22/11
90002767,30113435,10/10/11
90002767,30060594,10/10/11
90002767,30123525,10/10/11
90002767,30131627,10/10/11
90002767,30127393,10/10/11
90002767,30113112,10/10/11
90002791,30133532,9/23/11
90002791,30078216,9/26/11
90002791,30132849,10/5/11
90002791,30131908,10/5/11
90002817,30120117,10/4/11
90002817,19890235,10/5/11
90002841,18994459,9/23/11
90002841,30124812,9/23/11
90002874,30124689,9/29/11
90002882,30065460,9/22/11
90002882,30130348,9/22/11
90002924,30134563,9/27/11
90002924,30110191,10/4/11
90002924,30078646,10/5/11
90002965,30119630,9/26/11
90002965,30125934,9/26/11
90002965,30077598,10/5/11
90002965,30078216,10/5/11
90002965,30122428,10/5/11
90002973,30133623,9/23/11
90002973,22225528,10/6/11
90002973,30127682,10/10/11
90003005,30078513,9/27/11
90003005,30033930,10/5/11
90003021,30110928,10/4/11
90003021,30135289,
90003021,19887462,10/10/11
90003096,30132005,9/28/11
90003153,30004568,9/22/11
90003153,30108872,9/29/11
90003161,30133433,9/27/11
90003161,30076319,9/28/11
90003161,30111884,10/5/11
90003179,30129019,9/23/11
90003179,30125876,9/23/11
90003179,30082242,9/23/11
90003187,30041919,9/20/11
90003187,30109615,9/28/11
90003187,30118368,10/10/11
90003187,30095293,10/10/11
90003195,30061261,10/10/11
90003195,30050652,10/10/11
90003237,30116032,9/23/11
90003237,30070155,9/26/11
90003237,30124051,9/26/11
90003237,19888254,9/29/11
90003237,30041594,9/29/11
90003237,30126023,9/29/11
90003237,30119515,9/29/11
90003237,30122246,10/10/11
90003237,30083075,10/10/11
90003237,30133193,10/10/11
90003260,30102891,9/29/11
90003260,30080576,10/4/11
90003260,30129605,10/6/11
90003260,19004217,10/6/11
90003278,30025365,9/22/11
90003278,30123533,9/28/11
90003278,30133383,10/10/11
90003278,22223291,10/10/11
90003278,19887306,10/10/11
90003278,30124374,10/10/11
90003310,30075352,10/6/11
90003328,30002570,10/10/11
90003336,30082721,9/26/11
90003336,30078463,9/26/11
90003336,30117485,10/4/11
